Publisher;Observer;FocusTaxaTorF;datasetKey;;;;;;;;;
Hormigas en cultivos de naranja (Citrus sinensis (L.) Osbeck) de la costa Caribe de Colombia;3;T;90e99b1e-6ae4-4577-9679-ba4603e24f5c;;;;;;;;;
RNF - Données de l'association Nature Nord Isère LO PARVI;NA;NA;258c29cc-51f6-43f5-b702-3a833921a008;;;;;;;;;
Odonates des Antilles françaises;3;T;124129be-8d5e-4694-b1ae-32e84976f6d2;;;;;;;;;
Calliphoridae y Mesembrinellidae (Diptera) de la Sierra Nevada de Santa Marta;3;T;2751799f-c1e3-4f78-9d91-80b9596a2aa0;;;;;;;;;
Données de la structure SFO - Société Française d'Odonatologie provenant de la base de donnée du SINP Île-de-France CETTIA;2;T;90426bd9-2928-46c9-a1cd-b86deca94d56;;;;;;;;;
EXPLOR'NATURE 2017, inventaire biologique de la commune de Barcelonnette;NA;F;ed98d12f-a7ec-446d-b220-00959b80f124;;;;;;;;;
"Regroupement de données ""papillons menacés"" collectées par les réseaux entre 1990 et 2012";2;T;5cb593bb-ba38-4f48-b67e-e3907df24b16;;;;;;;;;
Carabidae of Mordovia State Nature Reserve;NA;T;4b901e9a-18c4-473c-a56d-b7689b55ecbc;;;;;;;;;
Hétérocères de La Réunion;NA;NA;656fa586-ec8a-4d27-aaa2-a54629c82296;;;;;;;;;
Parc_Naturel_Régional_du_Verdon_2017_12_18;NA;NA;716225f1-1257-4b54-a364-b22c327f0a71;;;;;;;;;
Données de la structure Opie (Office pour les insectes et leur environnement) provenant de la base de donnée du SINP Île-de-France CETTIA;2;F;db9b82dc-1662-4557-bb6e-196c38f2c2c6;;;;;;;;;
Ecosphère_2017_12_18;NA;NA;52706381-1873-4712-b567-30deecde79fa;;;;;;;;;
Données de présence récoltées;NA;NA;7ec77cf4-cc93-4bdc-b7d7-f3a50a4c84ee;;;;;;;;;
Données d'invertébrés;NA;NA;f2df8baf-aaa3-4aa6-a593-c7bb2785b7e4;;;;;;;;;
ConDidact Citizen Science Surveys - Spiders 2004 Butterflies 2005;;T;84cca7ba-f762-11e1-a439-00145eb45e9a;;;;;;;;;
Inventaire et suivi Odonates;NA;T;deec913d-9a81-4904-a972-aed476d31c6d;;;;;;;;;
Grand_Site_Sainte-Victoire_2017_12_18;NA;NA;0d417a7f-4900-4246-ab1a-bf55bfdab994;;;;;;;;;
Dipterists Forum - Field Weeks 2000 & 2001 (Cornwall & Devon);2;T;1a635d8e-8a8a-4850-9d44-66a6d5f68885;;;;;;;;;
Données naturalistes d'Alain BERLY;NA;NA;abe19638-cfb5-45e6-ba70-bf045f2b143c;;;;;;;;;
Données du naturaliste Tillier Pierre provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;cc29d42b-fcfa-4874-88aa-9c349d1d5178;;;;;;;;;
Swiss National Owlflies Databank;2;T;7e864146-18c2-469c-9c78-a7082cdbddd7;;;;;;;;;
SEWBReC Caddisflies (South East Wales);2;T;3b91df32-521d-4351-a45a-d4a45debbc81;;;;;;;;;
Données du/de la naturaliste Chevallier Laurent provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;c4abf9ca-0cdf-4b68-9c48-f5e63983c4af;;;;;;;;;
PINK - Dragonfly (Odonata) monitoring for the permanent surveillance of coastal areas in Flanders, Belgium;3;T;10b6b3f2-ce6e-47d8-bad1-a948349b7bef;;;;;;;;;
Manx Biological Recording Partnership UNVERIFIED Isle of Man records between 14/02/2017 and 05/09/2019;2;F;ad73fa3b-cc93-4709-a41d-dbac4ac3d21d;;;;;;;;;
Conventions d’étude sur la biodiversité française – Partenariats du Service du patrimoine naturel;NA;NA;e54e33cb-83fc-4bdd-8301-7050825f3e2b;;;;;;;;;
Données naturalistes de FLEURY Julien;NA;NA;0f6a7e23-309e-4bbd-8126-d4edc1d1b7ea;;;;;;;;;
Données du naturaliste MERIT Xavier provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;e01e2f95-7c4c-4310-8bc9-90f1997042b0;;;;;;;;;
Heleomyzid Recording Scheme - data verified via iRecord;2;T;5e096c60-f909-4213-9cf3-05b1f2ad5a5e;;;;;;;;;
A_ROCHA_2017_12_18;NA;NA;9d1a3db7-b8a8-4936-9159-4548a7d9e535;;;;;;;;;
Manscape;3;T;312bb844-4980-4b1a-a64b-e79f9ac083a4;;;;;;;;;
The atlas of butterflies in Kraków;NA;T;0d9f8ae0-33cf-11de-afc5-b8a03c50a862;;;;;;;;;
Projet SYRFID 2 (données bibliographiques sur les Syrphes de France);NA;T;6de8fe45-fecc-4957-a2c1-9cd23879d215;;;;;;;;;
Records of herpetobiotic and other insects within steppe area of Ukraine. Part 1. Kherson and Zaporizhzhia Regions, 2019-2021;3;F;428a17d8-a980-49e7-a7bb-21687fb5003e;;;;;;;;;
Regroupement de données Odonates;4;T;e6c891bc-f7fa-48f0-9e6d-aa8364097f52;;;;;;;;;
Données RNF - PNR des ballons des Vosges;NA;NA;8789d659-e98c-40ab-8a96-43086d95c5aa;;;;;;;;;
Meetnetten.be - Transects for dragonflies in Flanders, Belgium;3;T;9100f482-848c-42e7-bf7c-19947885ce48;;;;;;;;;
Sepsidae Recording Scheme - records verified via iRecord;2;T;febe3d7b-59a7-45c1-abbd-bd610e85823b;;;;;;;;;
MODIRISK: Monitoring of Mosquito Vectors of Disease (inventory);3;T;6679952f-649b-4888-bd97-00daca4b8cc1;;;;;;;;;
Dipterists Forum - Recording Scheme - Stilt & Stalk Flies;2;T;926f5a1c-8995-498a-913b-fe0312e1071f;;;;;;;;;
Données du naturaliste Larregle Guillaume provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;5bb4bd79-be45-4618-bee9-3355dc1feb51;;;;;;;;;
Données du/de la naturaliste Branger Fabien provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;6f6e5a57-cece-487b-a436-44e52f23617b;;;;;;;;;
Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Unassessed data;2;F;51de9c85-0337-4c68-9783-f13bc0aac15f;;;;;;;;;
Inventaire permanent des invertébrés de Haute-Normandie;NA;NA;5a75aafc-9ddf-4c43-b30a-af7f80ecee49;;;;;;;;;
NATURALIA_2017_12_18;NA;NA;50d9be1e-93e7-446d-a8c8-6e30dbc1f646;;;;;;;;;
Merseyside BioBank Active Naturalists (verified);2;F;b480871a-6c2f-4c35-ab94-6de203c4ff28;;;;;;;;;
Diversidad de mariposas (Lepidoptera: Hesperioidea-Papilionoidea) en dos zonas del departamento del Vaupés;3;T;27a836ef-08eb-4006-90a4-9accaf174995;;;;;;;;;
Artròpodes d'Andorra;2;F;01ebc7a6-18ad-4755-a619-dfeccba0eb57;;;;;;;;;
BioGIS - Israeli Lepidopterists Society;1;T;9f113fae-1666-4bdc-99af-4d0c94beb936;;;;;;;;;
Données faune ZNIEFF de l'Association naturaliste d'étude et de protection des écosystèmes CAUDALIS;NA;F;aed76db5-bf6c-40f1-a5b3-542040a83185;;;;;;;;;
Données du naturaliste Maillard Bernard provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;bc3092fb-ccb7-4ba4-8bc3-93e599f341c1;;;;;;;;;
Données opportunistes sur les odonates collectées par les agents du Département de la Gironde entre 2009 et 2015;2;T;6eda8bc2-7256-4949-8fd8-3d4cae3ca0f5;;;;;;;;;
Données de la structure Communauté d’Agglomération Paris Val de Marne provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;711ad0c8-5cd2-40be-b10b-c5c84e46d68d;;;;;;;;;
Données de Cerambycidae et de Scarabaeoidea du Limousin;NA;T;18ce0004-0301-4b4b-86f2-9144000226c3;;;;;;;;;
SER Site-based Surveys;3;F;8821e36f-2d25-44c8-a95e-fb978f38ecde;;;;;;;;;
Sciomyzidae Recording Scheme - iRecord;2;T;60202510-efd9-4f3c-95cc-56a950b2e033;;;;;;;;;
Valoración de los grupos funcionales de taxones de insectos en suelos del ecosistema palmero en la subregión palmera Norte, desarrollado en el marco del Proyecto Gef- Colombia Paisaje Palmero Biodiverso – PPB;3;F;1b5afc19-0494-486b-bbb1-334cc575cd8c;;;;;;;;;
Données Odonates 2015 de l'Association naturaliste d'étude et de protection des écosystèmes CAUDALIS;NA;T;d67d398d-e252-4cbe-9f04-934415445008;;;;;;;;;
Fife Nature Records Centre combined dataset 2018/19;2;F;d96a84de-dba2-4134-b911-4556074f15e6;;;;;;;;;
Carabidae of the Tatra Mts.;3;T;1c8df1b0-30b2-11de-b171-b8a03c50a862;;;;;;;;;
Insectes Coléoptères Scarabéidés Laparosticti de France métropolitaine (enquête 2);NA;T;7126858d-9bfc-4097-b42d-c3b6e20a74ff;;;;;;;;;
Données de Lépidoptères de Bruno DAUGET - Dépt de l'ALLIER (03);NA;T;e319ac8b-b424-4273-990b-94b39a767701;;;;;;;;;
Chrysomelidae of Poland;NA;T;66a19130-30b2-11de-b171-b8a03c50a862;;;;;;;;;
Inventaire et suivi Odonates;NA;T;36c73b4b-9b3d-4ba7-8bb9-7177b224aace;;;;;;;;;
Hormigas de la transición matriz - borde - interior de bosque de Fragmentos de Bosque Seco Tropical del Valle del Cauca;3;T;78daa98f-8351-48ba-b9ae-8ffa0a8d9560;;;;;;;;;
EDP Foz Tua: Arthropoda – Environmental Impact Assessment [2006-2008];3;F;85a3c886-3312-45c9-b040-4d7634653246;;;;;;;;;
Données du/de la naturaliste Vindras Laurent provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;640a45f3-ccdf-4df1-9675-62e1993073ad;;;;;;;;;
Données du naturaliste MUNIER THIERRY provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;3cabd0cd-ab6d-4fc2-86e8-10797434d81a;;;;;;;;;
Données du naturaliste Thierry Roy provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;69cf8bf0-0e90-4742-8970-4df15c123691;;;;;;;;;
Mapping and monitoring of the Chequered Blue Butterfly Scolitantides orion 2010-2020;3;T;f1af1d2b-2d22-48e5-857c-0048710e0c16;;;;;;;;;
Stonefly (Plecoptera) records from Britain and Ireland, via iRecord;2;T;d57e08b7-391c-44fd-bdcd-0694f7e223a3;;;;;;;;;
Données Odonates du Parc Naturel Régional du Perche;NA;T;f1dad6ba-2804-4bac-bdb2-6fa99bff3438;;;;;;;;;
Observations et collection de Coléoptères d'Alain Sadorge;NA;T;ae909e95-2935-4476-8643-63d476103cb5;;;;;;;;;
Hormigas de la transición matriz - borde - interior de bosque de Fragmentos de Bosque Seco Tropical del Valle del Cauca;3;T;78daa98f-8351-48ba-b9ae-8ffa0a8d9560;;;;;;;;;
EDP Foz Tua: Arthropoda – Environmental Impact Assessment [2006-2008];3;F;85a3c886-3312-45c9-b040-4d7634653246;;;;;;;;;
Données du/de la naturaliste Vindras Laurent provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;640a45f3-ccdf-4df1-9675-62e1993073ad;;;;;;;;;
Données du naturaliste MUNIER THIERRY provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;3cabd0cd-ab6d-4fc2-86e8-10797434d81a;;;;;;;;;
Mapping and monitoring of the Chequered Blue Butterfly Scolitantides orion 2010-2020;3;T;f1af1d2b-2d22-48e5-857c-0048710e0c16;;;;;;;;;
Stonefly (Plecoptera) records from Britain and Ireland, via iRecord;2;T;d57e08b7-391c-44fd-bdcd-0694f7e223a3;;;;;;;;;
Données Odonates du Parc Naturel Régional du Perche;NA;T;f1dad6ba-2804-4bac-bdb2-6fa99bff3438;;;;;;;;;
Données LPO Réserve naturelle nationale Marais de Müllembourg;2;F;5686f1a4-0da5-4264-be76-8a0ac1e7d6fa;;;;;;;;;
Observations et collection de Coléoptères d'Alain Sadorge;4;T;ae909e95-2935-4476-8643-63d476103cb5;;;;;;;;;
Données odonates collectées par le CEN Aquitaine entre 1995 et 2015;NA;T;45465090-7ad9-4874-94af-9aecd16c06ac;;;;;;;;;
The Orthoptera of Castro Verde Special Protection Area (Southern Portugal);3;T;65f32597-48a7-4877-ae13-e4256b51fb6b;;;;;;;;;
Suivi de l'expansion du Frelon asiatique (Vespa velutina) : données exclues de l'inventaire Frelon;2;T;a1077e55-120b-4c31-9a6b-ca7c210f5b04;;;;;;;;;
DREAL_PACA_-_N2000_-_Office_National_des_Forêts_05_2017_12_18;NA;NA;ea94712d-0ac5-465d-a42b-8c600f005241;;;;;;;;;
Données naturalistes de Monsieur LAFAGE Denis;NA;NA;5bd30d93-14a4-463b-bef1-b5bb8690562d;;;;;;;;;
Données du naturaliste Parisot Christophe provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;514c7772-7282-4162-8ebb-f42846398980;;;;;;;;;
Cerambycidae Dataset;2;T;120b7285-b1e6-4653-ab30-8d4231ccc9bc;;;;;;;;;
Woodmeadow Invertebrate Survey 2017;3;F;abbab93b-ab81-47f4-b825-85bbbc210e94;;;;;;;;;
Borders Backyard Biodiversity;1;F;852348b9-453f-4aa2-a9db-69f9cda6fc77;;;;;;;;;
Données naturalistes de Cyrille DELIRY;NA;NA;8a0b1f23-f912-4b35-828b-83d3a7aa28bb;;;;;;;;;
Shire Group IDB species data 2004 to present;3;F;3c3a7955-e23b-45f7-ab29-fe8bc5876585;;;;;;;;;
Données du naturaliste Maxime Zucca provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;fa186af6-703e-43a5-9c8e-bb2726e13807;;;;;;;;;
Modernisation des ZNIEFF du PnrL;NA;NA;05b22baa-5b85-4212-a93a-2fe81f5254dd;;;;;;;;;
FBIP: The effect of land-use on the butterfly diversity of ecological refugia within an agricultural landscape;3;T;9b39760c-6b42-468e-9059-9f1a5d65f490;;;;;;;;;
Données de présence collectées sur les odonates;4;T;8498dd6f-9fe8-4651-b017-0d012dd09bcc;;;;;;;;;
UK Biodiversity Action Plan Invertebrate Data for Wales;2;F;ac567b66-ed97-45c2-bc07-6f8604ee96d7;;;;;;;;;
Coleoptera of Togo: data of the LEA Insect Collection of the University of Lome;3;T;38fdd8b7-4e48-452c-8c05-673e6f6829af;;;;;;;;;
SSNATV_2017_12_18;NA;NA;33c95d96-d331-45c7-9134-42f0c5b3f128;;;;;;;;;
Upper Murrumbidgee Waterwatch;2;T;ce1faba4-d8d9-46ac-ba26-cffe03eadc99;;;;;;;;;
Données du naturaliste DELAPRE Jean-Pierre provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;6f061e68-f8ee-4194-9836-367a63d5ef07;;;;;;;;;
DBRC Hymenoptera species records 1975 to 2015;2;T;68ff0485-b37a-47ca-9016-7054d07e80b9;;;;;;;;;
Données du naturaliste Fougère Benjamin provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;63dd162f-2348-4c59-be17-a34a645b6fc3;;;;;;;;;
Jeu de données convention FEGVE-SPN-2012-2016;3;NA;752a8459-f10a-4133-aa21-4f55f8a27b73;;;;;;;;;
Inventaires et suivi Odonates - Protocole STELI;3;T;4b74f1d2-b8de-477b-a7e9-7e6e4bd4f63e;;;;;;;;;
Données de la structure Département 95 provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;44d1aea2-0b02-4077-91e2-6f85a8f0e382;;;;;;;;;
Transferts SI Faune - Données naturalistes opportunistes de Sylvain BONIFAIT;NA;NA;bcadbe1a-e837-4134-a321-80c3744fc763;;;;;;;;;
Données du naturaliste ducourneau philippe provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;a809d28c-110c-43c5-98d4-67b92951f9a5;;;;;;;;;
Fortalecimiento de las colecciones de ECOSUR. Primera fase (Entomologica San cristóbal);3;F;80633a90-f762-11e1-a439-00145eb45e9a;;;;;;;;;
Données DREAL Centre-Val de Loire - Faune - 2018;4in;T;bdfcaacc-c50a-4d6b-a87f-912460721816;;;;;;;;;
Collection de longicornes et autres coléoptères saproxyliques d'Hervé BRUSTEL;3;T;10f2c4ee-4b24-40e9-886b-d7d0067f8c14;;;;;;;;;
Invasive Species and Pests;2;T;d0cee8f6-dbf9-4355-a9c2-62ab51fe36fd;;;;;;;;;
Observations de Coléoptères saproxyliques de Frédéric LACOSTE;NA;T;e1d4def9-b584-4792-85fe-89e5ae5db3ac;;;;;;;;;
Yoann_BLANCHON_2017_12_18;NA;NA;64a043b0-6bd4-44bd-a6d5-8e5f472fbe3d;;;;;;;;;
Données naturalistes hors Île-de-France saisies dans Cettia-idf;2;F;e636f148-49b7-4774-b17e-d41bd3d1b63f;;;;;;;;;
Inventaire entomologique standardisé des ZNIEFF de Martinique, protocole utilisé en 2014 et 2015;3;T;85c5d5a9-e0d6-46a9-a726-15b590a83e62;;;;;;;;;
Biodiverskripsi: Biodiversity Theses Database;4;F;ca58433a-3ff8-492f-9d7b-6f6d289eb6d6;;;;;;;;;
Données rhopalocères 2007/2014 Marais du Logit;2;T;f217baff-4890-4ecf-aa60-6defdc66731d;;;;;;;;;
TWIC Biodiversity Field Trip Data (1995-present);2;F;c0e410ad-0d01-49f3-a837-71982c0e0c32;;;;;;;;;
Macroinvertebrados del Área Serranía De Los Churumbelos Auka Was asociados a la calidad del agua;3;T;6ef4f828-093b-48a0-9215-d09e44ce9de7;;;;;;;;;
Données de Benjamin CALMONT 2012/2015;NA;NA;0d3f1746-10d6-432a-b3dc-efda6904e198;;;;;;;;;
Escarabajos estercoleros asociados a sistemas de ganadería sostenible en diferentes regiones de Colombia;3;T;160d7e0a-a763-4258-8ffd-db097ee8f2ab;;;;;;;;;
Données naturalistes de LUPOLI Roland;NA;NA;67e8af0c-3c38-4c9e-b3cf-e9c5316a8d23;;;;;;;;;
RHS Hemerocallis midge survey;2;T;48d5602a-fbea-417a-b5d3-46073a08efda;;;;;;;;;
Données du naturaliste Edouard Dieu;NA;NA;42bf11f4-c7eb-420c-9145-73204598d1a2;;;;;;;;;
Oil Beetle Recording Scheme - records verified via iRecord;2;T;ecd18a44-b841-4bfa-8b9d-b7e118640616;;;;;;;;;
Données naturalistes de Hervé BOUYON;NA;NA;ed524224-4cd7-4310-8f46-e434ae8d3b32;;;;;;;;;
Meetnetten.be - Egg counts for butterflies in Flanders, Belgium;3;T;53b55f0b-eace-46da-b414-351f092e1223;;;;;;;;;
"Sorties de terrain du Forum ""Le Monde des Insectes""";3;T;96d5dfa6-93d1-4686-b4df-6b256fb38e32;;;;;;;;;
ULg_Hexapoda;1;F;2d4aa27f-bacc-4dc2-a692-d25f5d812111;;;;;;;;;
Occurrences of the Insects in the Prioksko-Terrasny biosphere reserve;3;F;00bfd17f-4ebe-436a-b35d-4956b18060af;;;;;;;;;
Inventaire des Coléoptères Cerambycidae de Franche-Comté, Observatoire Régional des Invertébrés (ORI);Sammlung Entomologen;T;8bb7a55d-2f61-46fc-b419-20156e161cfe;;;;;;;;;
Insect species recorded in sugarcane fields of Khon Kaen Province, Thailand, over three seasons in 2012;3;F;308f7f4b-279c-457f-b6e3-ecfccd1b598d;;;;;;;;;
Données du naturaliste Piolain Julien provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;e8183974-e88e-4d68-ab48-b28284770c24;;;;;;;;;
Inventaire des odonates dans le Parc national des Cévennes;4;F;f8ca1960-9390-4e66-b204-00ed31cb7b34;;;;;;;;;
"GEO-Hauptveranstaltung in ""Wildtierland""";3;F;713c2900-f762-11e1-a439-00145eb45e9a;;;;;;;;;
Données d'odonates récoltées en 2013 et 2014 par le CEN Aquitaine - Suivi Temporel des Libellules (STELI) / PRAO 2013 - 2017;NA;T;5991c9f5-6f12-4e89-aff6-328f5617c5d8;;;;;;;;;
Revue Alexanor [1959-];NA;NA;867ccde2-77b6-423d-9bc7-b94566bb593b;;;;;;;;;
Données naturalistes de Ségolène FAUSTEN;NA;NA;d921f444-3029-4ff9-876f-4bd412b1d3e4;;;;;;;;;
Estudios bióticos (Plantas, Fauna Edáfica, Anfibios y Aves) en los Complejos de páramos Chiles-Cumbal, La Cocha-Patascoy y Doña Juana Chimayoy.;3;F;cb8eee02-f83e-4591-bec3-87cdbfee0f59;;;;;;;;;
Données Nature 18 - Études faune 2016;NA;NA;350d3482-f9fe-45ba-8fd7-2a008385f633;;;;;;;;;
Effects of elevation gradient and aspect on butterfly diversity on Galičica Mountain in the Republic of Macedonia (south-eastern Europe);3;T;766cfff5-853d-4fb0-a4f7-2f7ef121a757;;;;;;;;;
Artrópodos de un bosque húmedo tropical adyacente a minas abandonadas en Jigualito, Condoto-Chocó, 2017;3;F;aae52145-9f53-4872-ad91-0a0c99e4e9b8;;;;;;;;;
Woodmeadow Invertebrate Survey 2016;3;F;b6a37bbd-95d2-4c5e-8b9e-3fbefd8bd8cd;;;;;;;;;
Estudios bióticos: Plantas, anfibios, mamíferos, aves y edafofauna epígea (coleópteros y arácnidos), en el complejo de páramo Los Nevados;3;T;6d4b3e65-5922-46bd-a9b5-9c80b19a28d0;;;;;;;;;
Données du naturaliste ROUDIE Gilbert provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;b8697f09-9b81-474b-8c3c-e8954533537b;;;;;;;;;
Radnorshire Wildlife Trust records held by BIS;2;F;6e09f9dc-0bf2-4c20-8ff6-bd898bbc4831;;;;;;;;;
An Extended dataset of registration points of species listed in Resolution 6 and 4 of the Bern Convention;NA;NA;20f7dc5e-f6b6-4cba-8db3-4a522b7d08d8;;;;;;;;;
Données de FLEURY Julien (SAPROX);NA;NA;793d37c9-1c68-466f-bc8c-1bfe28aed527;;;;;;;;;
Alterra (NL) - Entomofauna inventory in edges of arable fields province of Groningen;3;F;afac4a15-ae13-42b0-911a-d9ec445e2849;;;;;;;;;
Orthoptera (and allies) records for Dumfries and Galloway.;2;T;aa764da1-8d58-4381-b926-f6a88163f2a3;;;;;;;;;
Species of plants, fungi and animals from separate territories of Podesinnia;3;F;646daa81-9b48-445a-9eba-56f73192f647;;;;;;;;;
Kenya Virtual Museum Records;1;F;999d8fed-d06d-48d8-87ee-cc36e6c8456c;;;;;;;;;
Données naturalistes d'Etienne HERAULT;NA;NA;2e42b3dc-267f-444e-a917-080c254fec5d;;;;;;;;;
Données du naturaliste MIGUET Pierre provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;804c7b10-41a1-4422-b573-41aedb612a5d;;;;;;;;;
Données du naturaliste Doux Yves provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;97ba3fd4-bfbb-4dc6-9298-b8c71ad630b7;;;;;;;;;
Lepidoptera (Observations);NA;T;1d5c2b00-0c66-11dd-84d2-b8a03c50a862;;;;;;;;;
Regroupement de données rhopalocères récoltées sur la période de 2010-2015 par Cistude Nature;NA;T;56083ea2-9b95-4cc0-af1d-1d6147b2bec2;;;;;;;;;
Native Species Surveys Across Wales (1978 to 2006);3;T;9501194c-ad89-4dd5-9cc7-04d74f9ea819;;;;;;;;;
EXPLOR'NATURE 2018, inventaire biologique de la commune de Sospel;NA;NA;d7fd91b2-25fe-4541-8b66-b37fe38941b2;;;;;;;;;
Données du programme 50000 observations pour la forêt;NA;NA;30b2cfa9-65a6-4338-8ef3-cf6daa210487;;;;;;;;;
Weevils of Poland;NA;NA;dda71480-30b2-11de-b171-b8a03c50a862;;;;;;;;;
Charles Darwin University Dragonfly Observations;NA;NA;96d36be8-f65b-4bce-ac40-05ad8cadc9a1;;;;;;;;;
Données rhopalocères 2007/2015 Marais du Conseiller;NA;T;7c662bcf-830f-4ddc-b52b-ce4d6bfeeabf;;;;;;;;;
2016-2018九份二山昆蟲調查;3;T;b6fccb11-dc9a-4cf6-9994-b46fbac5759f;;;;;;;;;
Inventaire éclair de Natureparif - Année 2015;NA;NA;b94cbceb-76c9-4a0a-a752-caa92d6613cf;;;;;;;;;
Moth Records of Ireland;2;T;be6e251d-cdf4-4784-8054-9f4be19ce3d9;;;;;;;;;
Woodmeadow Invertebrate Survey 2014;3;F;0f973260-8204-4037-bed5-aa064b1036cd;;;;;;;;;
Données naturalistes de Loïc SALAUN;NA;NA;868cfc73-d720-483e-9984-a7cd75fad7e8;;;;;;;;;
Inventaire éclair de Natureparif 2014;NA;NA;fea7a729-94f7-4a03-82ba-dabbf5ab00a5;;;;;;;;;
Survey and monitoring records for Scottish Wildlife Trust reserves from reserve convenors and Trust volunteers - Unassessed data;2;F;821765c9-59dc-4310-9970-d82c2eb9eff7;;;;;;;;;
Glasgow Museums BRC: Hemiptera;NA;T;9124d256-aa5f-4172-8f0d-08bf624cf899;;;;;;;;;
Other beetle records from National Stag Beetle Surveys 2006-2019;1;T;83cff6ec-743a-4dee-92de-71a3f0dd3d14;;;;;;;;;
Jeu de données convention Eurovia-SPN-2012-2016;NA;NA;aa35e7a6-9b69-4d22-ab22-4b84d3949d75;;;;;;;;;
BANDAPHO, BAse de DAtos sobre Aphodiidae;2;T;7a23f386-f762-11e1-a439-00145eb45e9a;;;;;;;;;
GEO-Hauptveranstaltung im Nationalpark Bayerischer Wald;3;F;636e91aa-f762-11e1-a439-00145eb45e9a;;;;;;;;;
Woodmeadow Invertebrate Survey 2019;3;T;ceac4558-4a9a-4cb4-917a-f2c99a112f35;;;;;;;;;
DREAL Auvergne - Insectes - 2015;NA;NA;7258e881-b6f9-405d-bc71-e638a21f2df9;;;;;;;;;
Records from the RHS insect reference collection;2;F;340984fa-507b-4aa6-b59c-cce1dcee339f;;;;;;;;;
Grasshoppers, Crickets and Allied Insects (Orthoptera) of Ireland;NA;T;626fca6f-8590-478b-a662-b9c82afad2b5;;;;;;;;;
Leicestershire and Rutland Protected and Conservation Priority/BAP Specie;2;T;8578e332-e4b6-4050-ae19-8ac9d0c49c96;;;;;;;;;
Données de Lépidoptères de Bruno DAUGET - Dépt du PUY-DE-DOME (63) - Contribution à l'Atlas écologique des Rhopalocères et Zygènes du Puy-de-Dôme;NA;NA;f13aaa9c-fa41-4659-903b-5869ee294a77;;;;;;;;;
SNH site condition monitoring of SSSIs for water beetles 2010;3;T;e336c199-0a34-4a59-b991-9dbb8b10ca26;;;;;;;;;
Données naturalistes de Xavier JAPIOT;NA;NA;0eb4ad83-f80d-4d86-83d8-f3a55ddd216f;;;;;;;;;
Réserve_Naturelle_de_Camargue_2017_12_18;NA;NA;906b2d3f-dbd7-4c5c-acfc-c572c35c2b5a;;;;;;;;;
Données de la structure Beaumonts Nature en Ville provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;7154d3a7-371d-43f4-a342-ea5ad84837af;;;;;;;;;
Plantas, invertebrados y aves asociados a servicios ecosistémicos en el Valle del Tenza, Boyacá;3;F;8e792742-1f4e-4619-b39b-200b8685260a;;;;;;;;;
Records of Hawk Moths (Sphingidae) from Vermont, USA;NA;T;97f3fa73-3195-4af9-a14e-07030f00db96;;;;;;;;;
Données du/de la naturaliste Lantz André provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;856b787f-114b-4f28-b1f6-360e03fdfab5;;;;;;;;;
Données de la collection Rousset -1947-2013;NA;NA;99c224fc-4717-418a-80fd-27ddac976e68;;;;;;;;;
Données naturalistes de la Société pour le Muséum d'Orléans et les Sciences (SOMOS);NA;NA;81a93d4b-cfd7-44e0-9a95-f9250d07b60e;;;;;;;;;
Données naturalistes de BILLI Frédéric;NA;NA;9c655684-0ccf-4bb7-8c23-1d879f4ab142;;;;;;;;;
Montgomeryshire Wildlife Trust records held by BIS;2;F;233ba471-91a2-47a4-9946-b7e844f2124c;;;;;;;;;
Données naturalistes de Christophe HANOT;NA;NA;8bcb10e8-12f6-4fd7-8884-90690ea1b9a0;;;;;;;;;
Macroinvertebrados y perifiton pertenecientes a cuatro regiones de Colombia;3;T;70790a0d-6cb3-4127-9bf9-8e8c55a1e1b9;;;;;;;;;
Données du naturaliste Pierre Rivallin provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;4126beef-f40e-48c6-9798-41241ca01ea0;;;;;;;;;
